caso;escuela;tama–o_escuela;estudiante;income;stand_test_previo;sgenero;stand_exam
2062;29;-0,351834;137;bottom 25%;0,7843622;F;0,9675862
2063;29;-0,351834;136;bottom 25%;0,3711052;F;1,3747412
2064;29;-0,351834;115;mid 50%;-0,372758;F;-0,062088
2065;29;-0,351834;118;mid 50%;-0,124804;F;0,9675862
2066;29;-0,351834;114;top 25%;-2,273742;F;0,6787592
2067;29;-0,351834;113;top 25%;-1,199273;F;-0,338842
2068;29;-0,351834;126;mid 50%;-1,199273;F;-1,219486
2069;29;-0,351834;124;mid 50%;-1,116621;F;0,8965662
2070;29;-0,351834;125;top 25%;-1,03397;F;-1,335315
2071;29;-0,351834;119;bottom 25%;0,6190592;F;0,4026692
2072;29;-0,351834;121;mid 50%;0,6190592;F;-0,555112
2073;29;-0,351834;123;mid 50%;-0,45541;F;-0,623051
2074;29;-0,351834;122;mid 50%;-0,620713;F;0,0043222
2075;29;-0,351834;112;bottom 25%;2,8506492;F;1,6618062
2076;29;-0,351834;142;mid 50%;-0,042152;F;-0,555112
2077;29;-0,351834;147;mid 50%;0,5364082;F;-0,623051
2078;29;-0,351834;144;mid 50%;0,5364082;F;0,1340672
2079;29;-0,351834;143;top 25%;-1,943136;F;-1,335315
2080;29;-0,351834;150;mid 50%;-1,116621;F;0,0735362
2081;29;-0,351834;151;top 25%;-1,943136;F;-0,939378
2082;29;-0,351834;100;mid 50%;0,4537562;F;0,4026692
2083;29;-0,351834;101;mid 50%;-0,124804;F;-0,939378
2084;29;-0,351834;96;mid 50%;0,2884532;F;-1,723882
2085;29;-0,351834;110;mid 50%;-0,45541;F;0,1340672
2086;29;-0,351834;108;mid 50%;-0,620713;F;0,4026692
2087;29;-0,351834;103;mid 50%;0,7843622;F;0,6787592
2088;29;-0,351834;104;mid 50%;-0,786016;F;0,0043222
2089;29;-0,351834;105;mid 50%;-0,45541;F;-0,062088
2090;30;0,2687752;131;mid 50%;-0,290107;F;0,1340672
2091;30;0,2687752;103;bottom 25%;-0,124804;F;0,3280722
2092;30;0,2687752;100;mid 50%;0,1231502;F;0,8219882
2093;30;0,2687752;113;top 25%;0,0404992;F;0,1340672
2094;30;0,2687752;115;top 25%;-2,025787;F;-0,338842
2095;30;0,2687752;118;bottom 25%;0,6190592;F;1,1094382
2096;30;0,2687752;86;mid 50%;-0,538061;F;-1,335315
2097;30;0,2687752;79;bottom 25%;1,8588312;F;2,1029752
2098;30;0,2687752;87;bottom 25%;-2,19109;F;0,9675862
2099;30;0,2687752;88;top 25%;-0,786016;F;-1,723882
2100;30;0,2687752;78;mid 50%;-0,372758;F;-0,129085
2101;30;0,2687752;137;top 25%;-0,290107;F;-1,335315
2102;30;0,2687752;139;mid 50%;0,3711052;F;0,4781942
2103;30;0,2687752;141;top 25%;-0,951318;F;-1,836687
2104;30;0,2687752;133;bottom 25%;1,6108772;F;1,8138272
2105;30;0,2687752;132;mid 50%;-0,45541;F;-1,723882
2106;30;0,2687752;127;mid 50%;0,7843622;F;-0,419801
2107;30;0,2687752;128;bottom 25%;0,2058022;F;0,8965662
2108;30;0,2687752;130;bottom 25%;1,4455742;F;2,5323522
2109;30;0,2687752;6;bottom 25%;0,6190592;F;0,6787592
2110;30;0,2687752;20;top 25%;-0,207455;F;-1,219486
2111;30;0,2687752;16;bottom 25%;0,7843622;F;0,6787592
2112;30;0,2687752;14;mid 50%;0,1231502;F;0,8219882
2113;30;0,2687752;36;bottom 25%;0,7843622;F;1,8138272
2114;30;0,2687752;37;mid 50%;-0,786016;F;-0,197611
2115;30;0,2687752;42;bottom 25%;2,1067862;F;1,0396082
2116;30;0,2687752;8;bottom 25%;1,2802712;F;1,0396082
2117;30;0,2687752;7;mid 50%;0,5364082;F;0,9675862
2118;30;0,2687752;12;mid 50%;1,1149682;F;0,1941492
2119;30;0,2687752;9;mid 50%;-0,124804;F;-1,335315
2120;30;0,2687752;10;mid 50%;-1,03397;F;-1,219486
2121;30;0,2687752;77;mid 50%;-1,695182;F;-1,335315
2122;30;0,2687752;71;bottom 25%;0,7017112;F;1,3101422
2123;30;0,2687752;64;mid 50%;0,9496652;F;1,1758492
2124;30;0,2687752;76;mid 50%;-0,45541;F;-0,338842
2125;30;0,2687752;73;top 25%;-0,372758;F;-1,118624
2126;30;0,2687752;75;bottom 25%;2,8506492;F;0,8965662
2127;30;0,2687752;44;mid 50%;-0,538061;F;-0,555112
2128;30;0,2687752;58;bottom 25%;2,8506492;F;2,7018012
2129;30;0,2687752;62;bottom 25%;1,8588312;F;3,6660912
2130;30;0,2687752;55;bottom 25%;1,1149682;F;1,8138272
2131;30;0,2687752;52;mid 50%;-0,207455;F;0,1340672
2132;31;-0,490832;9;mid 50%;0,2058022;F;0,5443412
2133;31;-0,490832;7;top 25%;-0,951318;F;-0,939378
2134;31;-0,490832;10;mid 50%;-0,620713;F;0,1340672
2135;31;-0,490832;105;mid 50%;-0,124804;F;-1,118624
2136;31;-0,490832;104;mid 50%;-0,620713;F;-1,029067
2137;31;-0,490832;4;mid 50%;-0,124804;F;0,2613242
2138;31;-0,490832;1;mid 50%;0,2058022;F;-0,338842
2139;31;-0,490832;3;mid 50%;0,0404992;F;0,7472282
2140;31;-0,490832;11;mid 50%;-0,372758;F;0,7472282
2141;31;-0,490832;123;top 25%;-0,951318;F;0,1941492
2142;31;-0,490832;122;mid 50%;-0,124804;F;-0,939378
2143;31;-0,490832;119;mid 50%;0,2058022;F;-0,419801
2144;31;-0,490832;115;mid 50%;-1,447227;F;-0,699505
2145;31;-0,490832;114;mid 50%;0,4537562;F;0,4781942
2146;31;-0,490832;112;mid 50%;0,2058022;F;0,0043222
2147;31;-0,490832;113;top 25%;-1,199273;F;-1,029067
2148;31;-0,490832;107;mid 50%;-0,538061;F;-0,492781
2149;31;-0,490832;106;mid 50%;-0,124804;F;-1,029067
2150;31;-0,490832;103;mid 50%;-2,356393;F;-0,265159
2151;31;-0,490832;76;top 25%;-2,025787;F;0,1340672
2152;31;-0,490832;74;mid 50%;-0,290107;F;-0,776109
2153;31;-0,490832;79;mid 50%;0,4537562;F;1,1094382
2154;31;-0,490832;83;mid 50%;-0,372758;F;0,1941492
2155;31;-0,490832;70;top 25%;-1,860484;F;-0,419801
2156;31;-0,490832;54;top 25%;-0,703364;F;-1,526653
2157;31;-0,490832;98;mid 50%;-0,124804;F;1,4395322
2158;31;-0,490832;95;mid 50%;-0,290107;F;0,4781942
2159;31;-0,490832;99;mid 50%;-0,042152;F;-0,265159
2160;31;-0,490832;100;mid 50%;0,1231502;F;0,7472282
2161;31;-0,490832;89;bottom 25%;0,6190592;F;0,1340672
2162;31;-0,490832;88;mid 50%;0,2058022;F;0,4026692
2163;31;-0,490832;94;mid 50%;-0,868667;F;-0,129085
2164;31;-0,490832;91;top 25%;-1,364576;F;-1,836687
2165;31;-0,490832;93;mid 50%;-0,620713;F;-0,338842
2166;31;-0,490832;32;mid 50%;-0,45541;F;-1,219486
2167;31;-0,490832;33;top 25%;-1,116621;F;-0,776109
2168;31;-0,490832;30;mid 50%;-0,207455;F;-1,029067
2169;31;-0,490832;36;top 25%;-0,951318;F;-0,776109
2170;31;-0,490832;35;bottom 25%;0,5364082;F;0,4781942
2171;31;-0,490832;38;mid 50%;-0,042152;F;0,2613242
2172;31;-0,490832;15;top 25%;-1,199273;F;-0,939378
2173;31;-0,490832;24;top 25%;-1,03397;F;-0,265159
2174;31;-0,490832;22;top 25%;-1,116621;F;-0,85267
2175;31;-0,490832;19;mid 50%;-0,620713;F;-0,699505
2176;31;-0,490832;20;mid 50%;-0,042152;F;-0,062088
2177;31;-0,490832;53;mid 50%;-0,207455;F;-0,699505
2178;31;-0,490832;44;top 25%;-1,777833;F;0,0735362
2179;31;-0,490832;42;mid 50%;-0,290107;F;0,7472282
2180;31;-0,490832;52;mid 50%;-0,124804;F;0,0043222
2181;32;-0,650231;38;top 25%;-1,695182;F;-0,939378
2182;32;-0,650231;35;top 25%;-1,860484;F;-0,338842
2183;32;-0,650231;45;mid 50%;-0,207455;M;-0,555112
2184;32;-0,650231;42;mid 50%;-0,703364;M;-0,85267
2185;32;-0,650231;39;mid 50%;1,1149682;F;0,1941492
2186;32;-0,650231;40;top 25%;-2,604348;M;-1,438662
2187;32;-0,650231;32;top 25%;-2,934953;M;-1,118624
2188;32;-0,650231;63;mid 50%;0,5364082;M;0,0043222
2189;32;-0,650231;65;mid 50%;-0,207455;M;-0,419801
2190;32;-0,650231;66;mid 50%;1,0323172;M;1,0396082
2191;32;-0,650231;53;mid 50%;0,4537562;F;1,0396082
2192;32;-0,650231;51;mid 50%;0,3711052;M;0,4026692
2193;32;-0,650231;58;mid 50%;-1,281924;M;-0,265159
2194;32;-0,650231;55;top 25%;-1,777833;M;-1,62373
2195;32;-0,650231;1;top 25%;-1,777833;M;-1,438662
2196;32;-0,650231;4;bottom 25%;0,5364082;M;1,2405332
2197;32;-0,650231;31;top 25%;-1,116621;M;0,1340672
2198;32;-0,650231;25;top 25%;-2,604348;M;-3,059543
2199;32;-0,650231;21;mid 50%;-0,620713;F;0,5443412
2200;32;-0,650231;26;mid 50%;-0,538061;M;0,3280722
2201;32;-0,650231;30;mid 50%;-0,538061;M;-1,836687
2202;32;-0,650231;6;bottom 25%;1,6935282;F;1,5061852
2203;32;-0,650231;12;mid 50%;-0,951318;M;-0,338842
2204;32;-0,650231;10;top 25%;-1,695182;M;-1,836687
2205;32;-0,650231;14;mid 50%;0,0404992;F;-1,029067
2206;32;-0,650231;15;mid 50%;0,2058022;F;-0,129085
2207;32;-0,650231;127;top 25%;-0,538061;M;-1,962075
2208;32;-0,650231;125;mid 50%;0,4537562;M;0,1941492
2209;32;-0,650231;131;mid 50%;-0,124804;F;0,6787592
2210;32;-0,650231;128;top 25%;-1,364576;M;-0,623051
2211;32;-0,650231;124;mid 50%;0,0404992;F;-0,338842
2212;32;-0,650231;89;mid 50%;0,5364082;M;0,2613242
2213;32;-0,650231;100;top 25%;-0,124804;F;-0,623051
2214;32;-0,650231;80;top 25%;-1,03397;M;0,0043222
2215;32;-0,650231;81;top 25%;-1,529879;M;-0,265159
2216;32;-0,650231;123;top 25%;-1,860484;M;-0,939378
2217;32;-0,650231;115;mid 50%;-1,199273;M;-0,129085
2218;32;-0,650231;122;bottom 25%;1,0323172;F;0,9675862
2219;32;-0,650231;103;mid 50%;-0,538061;F;0,7472282
2220;32;-0,650231;104;mid 50%;-1,61253;F;-1,62373
2221;32;-0,650231;113;mid 50%;-0,042152;M;0,6787592
2222;32;-0,650231;106;top 25%;-2,273742;F;-1,836687
2223;33;0,0759212;3;mid 50%;0,9496652;M;0,1340672
2224;33;0,0759212;69;bottom 25%;1,1149682;M;0,5443412
2225;33;0,0759212;68;mid 50%;0,0404992;M;0,4781942
2226;33;0,0759212;67;bottom 25%;0,0404992;M;0,0735362
2227;33;0,0759212;75;mid 50%;-0,124804;M;-1,335315
2228;33;0,0759212;73;top 25%;-1,61253;M;-1,335315
2229;33;0,0759212;56;mid 50%;-1,281924;M;-0,555112
2230;33;0,0759212;57;top 25%;-0,951318;M;-0,338842
2231;33;0,0759212;54;top 25%;0,0404992;F;0,0043222
2232;33;0,0759212;65;bottom 25%;1,3629222;M;0,7472282
2233;33;0,0759212;64;mid 50%;-1,199273;F;0,2613242
2234;33;0,0759212;60;bottom 25%;0,5364082;M;0,8965662
2235;33;0,0759212;52;bottom 25%;0,2058022;M;0,3280722
2236;33;0,0759212;102;mid 50%;-0,45541;F;-0,85267
2237;33;0,0759212;99;mid 50%;-0,290107;M;-0,776109
2238;33;0,0759212;111;mid 50%;-0,538061;M;0,0043222
2239;33;0,0759212;107;mid 50%;1,1976192;M;0,4026692
2240;33;0,0759212;110;mid 50%;1,3629222;M;0,7472282
2241;33;0,0759212;78;bottom 25%;0,6190592;F;0,0735362
2242;33;0,0759212;84;top 25%;-0,290107;F;-0,338842
2243;33;0,0759212;81;mid 50%;1,1976192;M;0,8965662
2244;33;0,0759212;86;bottom 25%;2,1067862;F;1,0396082
2245;33;0,0759212;88;mid 50%;0,7843622;M;-0,265159
2246;33;0,0759212;4;mid 50%;-0,042152;F;1,0396082
2247;33;0,0759212;17;mid 50%;0,0404992;F;0,6787592
2248;33;0,0759212;18;mid 50%;-0,124804;F;-0,062088
2249;33;0,0759212;14;mid 50%;-0,124804;M;-0,555112
2250;33;0,0759212;21;top 25%;-0,620713;F;-0,338842
2251;33;0,0759212;20;bottom 25%;0,5364082;F;0,4026692
2252;33;0,0759212;22;top 25%;-0,45541;M;-0,197611
2253;33;0,0759212;7;bottom 25%;0,7843622;F;0,1340672
2254;33;0,0759212;13;mid 50%;0,0404992;F;-0,419801
2255;33;0,0759212;10;top 25%;-1,860484;F;-1,335315
2256;33;0,0759212;8;top 25%;-1,116621;F;-0,338842
2257;33;0,0759212;9;bottom 25%;0,2884532;F;0,6107292
2258;33;0,0759212;49;mid 50%;0,3711052;M;0,4026692
2259;33;0,0759212;42;bottom 25%;-0,45541;M;-0,699505
2260;33;0,0759212;41;mid 50%;0,0404992;F;-0,197611
2261;33;0,0759212;40;mid 50%;-0,207455;M;-1,335315
2262;33;0,0759212;47;top 25%;-0,290107;F;-1,118624
2263;33;0,0759212;44;bottom 25%;0,9496652;F;0,4026692
2264;33;0,0759212;45;bottom 25%;0,2884532;M;1,9003352
2265;33;0,0759212;23;top 25%;-2,852302;M;-1,438662
2266;33;0,0759212;29;bottom 25%;0,0404992;M;1,1094382
2267;33;0,0759212;26;bottom 25%;1,6108772;M;-0,062088
2268;33;0,0759212;39;bottom 25%;2,3547402;M;0,6787592
2269;33;0,0759212;33;top 25%;-0,207455;M;-0,699505
2270;33;0,0759212;31;bottom 25%;0,3711052;F;0,0735362
2271;33;0,0759212;139;bottom 25%;0,2058022;F;0,7472282
2272;33;0,0759212;142;mid 50%;-0,042152;M;-0,939378
2273;33;0,0759212;147;mid 50%;-0,45541;M;0,3280722
2274;33;0,0759212;132;mid 50%;0,1231502;M;0,4026692
2275;33;0,0759212;131;mid 50%;-0,538061;M;-0,265159
2276;33;0,0759212;135;mid 50%;0,2058022;F;1,4395322
2277;33;0,0759212;129;mid 50%;0,2058022;F;1,0396082
2278;33;0,0759212;164;bottom 25%;0,3711052;F;0,6787592
2279;33;0,0759212;163;mid 50%;1,1976192;M;1,3747412
2280;33;0,0759212;166;mid 50%;-0,207455;M;1,4395322
2281;33;0,0759212;167;mid 50%;-0,45541;F;-0,338842
2282;33;0,0759212;153;mid 50%;-1,116621;F;0,1941492
2283;33;0,0759212;158;top 25%;-0,207455;M;-0,85267
2284;33;0,0759212;159;bottom 25%;0,2884532;M;1,8138272
2285;33;0,0759212;168;mid 50%;-0,538061;F;-0,85267
2286;33;0,0759212;179;mid 50%;-0,124804;F;-0,062088
2287;33;0,0759212;180;mid 50%;0,2058022;F;0,2613242
2288;33;0,0759212;176;bottom 25%;0,8670142;M;-0,776109
2289;33;0,0759212;175;bottom 25%;0,0404992;F;0,5443412
2290;33;0,0759212;181;bottom 25%;-0,290107;F;-0,062088
2291;33;0,0759212;183;bottom 25%;0,1231502;M;0,0043222
2292;33;0,0759212;182;bottom 25%;1,1149682;M;0,6787592
2293;33;0,0759212;128;mid 50%;0,8670142;M;1,1094382
2294;33;0,0759212;122;mid 50%;0,2058022;M;-0,699505
2295;33;0,0759212;121;top 25%;-0,290107;M;-0,85267
2296;33;0,0759212;123;mid 50%;-0,207455;M;-0,338842
2297;33;0,0759212;114;bottom 25%;0,3711052;F;0,9675862
2298;33;0,0759212;120;mid 50%;0,0404992;F;-0,776109
2299;33;0,0759212;115;mid 50%;-0,290107;M;0,2613242
2300;34;-0,360043;123;bottom 25%;1,8588312;M;0,4781942
2301;34;-0,360043;113;mid 50%;-0,538061;M;0,0735362
2302;34;-0,360043;122;top 25%;0,2884532;M;-0,338842
2303;34;-0,360043;108;mid 50%;-1,860484;F;-2,75266
2304;34;-0,360043;136;top 25%;-2,604348;M;-2,291731
2305;34;-0,360043;135;mid 50%;0,1231502;M;0,6107292
2306;34;-0,360043;137;top 25%;-1,281924;F;-1,836687
2307;34;-0,360043;129;mid 50%;0,1231502;F;1,4395322
2308;34;-0,360043;131;mid 50%;0,8670142;M;-0,623051
2309;34;-0,360043;134;mid 50%;-0,207455;F;0,9675862
2310;34;-0,360043;132;top 25%;-0,868667;M;-3,059543
2311;34;-0,360043;72;bottom 25%;0,4537562;M;0,1941492
2312;34;-0,360043;87;top 25%;-1,199273;M;-1,438662
2313;34;-0,360043;88;top 25%;-2,273742;F;-1,62373
2314;34;-0,360043;89;bottom 25%;0,9496652;M;1,2405332
2315;34;-0,360043;74;bottom 25%;0,8670142;M;1,3747412
2316;34;-0,360043;82;bottom 25%;1,3629222;M;1,4395322
2317;34;-0,360043;80;top 25%;-2,852302;M;-1,62373
2318;34;-0,360043;106;mid 50%;-0,538061;M;-1,526653
2319;34;-0,360043;99;bottom 25%;2,3547402;M;1,3747412
2320;34;-0,360043;97;mid 50%;-0,786016;M;-0,338842
2321;34;-0,360043;100;top 25%;-2,273742;F;-1,219486
2322;34;-0,360043;92;mid 50%;0,2058022;M;-0,699505
2323;34;-0,360043;93;mid 50%;-1,447227;M;0,4781942
2324;34;-0,360043;96;mid 50%;0,3711052;F;0,4781942
2325;34;-0,360043;95;mid 50%;-0,45541;F;-0,419801
2326;35;-0,120454;158;mid 50%;-0,538061;F;-0,419801
2327;35;-0,120454;162;mid 50%;-0,620713;F;0,3280722
2328;35;-0,120454;163;mid 50%;-0,207455;F;0,0043222
2329;35;-0,120454;157;mid 50%;0,4537562;F;0,8219882
2330;35;-0,120454;153;mid 50%;-0,207455;F;0,5443412
2331;35;-0,120454;166;mid 50%;0,1231502;F;1,3101422
2332;35;-0,120454;148;mid 50%;0,5364082;F;-0,129085
2333;35;-0,120454;138;mid 50%;0,8670142;F;0,7472282
2334;35;-0,120454;150;mid 50%;-0,207455;F;0,4026692
2335;35;-0,120454;139;mid 50%;-0,290107;F;0,6787592
2336;35;-0,120454;142;bottom 25%;1,2802712;F;0,6107292
2337;35;-0,120454;140;mid 50%;-0,538061;F;0,4026692
2338;35;-0,120454;144;mid 50%;-0,290107;F;-0,338842
2339;35;-0,120454;198;top 25%;-1,03397;F;0,0735362
2340;35;-0,120454;196;mid 50%;-0,290107;F;-1,029067
2341;35;-0,120454;199;mid 50%;-0,124804;F;-0,338842
2342;35;-0,120454;193;mid 50%;-0,45541;F;-0,555112
2343;35;-0,120454;195;bottom 25%;0,0404992;F;0,8965662
2344;35;-0,120454;194;mid 50%;1,6108772;F;0,9675862
2345;35;-0,120454;192;mid 50%;-1,03397;F;-0,699505
2346;35;-0,120454;208;mid 50%;-0,290107;F;-0,555112
2347;35;-0,120454;210;mid 50%;-1,199273;F;-0,197611
2348;35;-0,120454;202;mid 50%;-1,364576;F;0,8965662
2349;35;-0,120454;204;mid 50%;0,5364082;F;-0,338842
2350;35;-0,120454;207;mid 50%;-0,372758;F;-0,699505
2351;35;-0,120454;205;mid 50%;0,0404992;F;-1,029067
2352;35;-0,120454;167;mid 50%;-0,703364;F;-1,723882
2353;35;-0,120454;173;bottom 25%;1,2802712;F;0,8965662
2354;35;-0,120454;176;top 25%;-0,45541;F;-1,118624
2355;35;-0,120454;170;bottom 25%;-0,042152;F;0,1340672
2356;35;-0,120454;190;mid 50%;-0,372758;F;-0,699505
2357;35;-0,120454;187;mid 50%;-0,620713;F;0,9675862
2358;35;-0,120454;186;bottom 25%;1,6108772;F;1,3101422
2359;35;-0,120454;188;mid 50%;-0,786016;F;0,3280722
2360;35;-0,120454;180;mid 50%;0,9496652;F;0,6107292
2361;35;-0,120454;181;bottom 25%;0,0404992;F;0,2613242
2362;35;-0,120454;185;mid 50%;-1,529879;F;0,1340672
2363;35;-0,120454;184;mid 50%;-0,372758;F;-0,265159
2364;36;-0,096466;245;mid 50%;-1,61253;M;-0,265159
2365;36;-0,096466;248;mid 50%;-1,199273;M;-1,723882
2366;36;-0,096466;237;bottom 25%;1,8588312;M;1,0396082
2367;36;-0,096466;242;mid 50%;-1,364576;M;-1,723882
2368;36;-0,096466;240;mid 50%;-0,868667;M;0,0043222
2369;36;-0,096466;241;top 25%;-0,951318;M;-1,723882
2370;36;-0,096466;265;mid 50%;0,2884532;M;1,4395322
2371;36;-0,096466;261;top 25%;-1,860484;M;-0,85267
2372;36;-0,096466;264;mid 50%;0,2884532;M;-0,939378
2373;36;-0,096466;251;mid 50%;-1,529879;M;1,1094382
2374;36;-0,096466;252;mid 50%;-0,538061;M;-0,419801
2375;36;-0,096466;260;bottom 25%;-0,124804;M;-0,85267
2376;36;-0,096466;256;mid 50%;0,7017112;M;-0,776109
2377;36;-0,096466;236;top 25%;-1,364576;M;-0,776109
2378;36;-0,096466;322;mid 50%;-0,538061;M;0,4026692
2379;36;-0,096466;320;top 25%;-1,447227;M;-1,962075
2380;36;-0,096466;325;mid 50%;-1,529879;M;-1,962075
2381;36;-0,096466;323;mid 50%;-0,124804;M;-1,836687
2382;36;-0,096466;326;mid 50%;1,0323172;M;0,3280722
2383;36;-0,096466;315;bottom 25%;1,0323172;M;-1,118624
2384;36;-0,096466;313;bottom 25%;0,2058022;M;0,1941492
2385;36;-0,096466;319;mid 50%;-0,703364;M;0,6787592
2386;36;-0,096466;318;bottom 25%;1,3629222;M;0,6107292
2387;36;-0,096466;317;mid 50%;-0,372758;M;-1,62373
2388;36;-0,096466;340;mid 50%;0,8670142;M;-0,492781
2389;36;-0,096466;336;mid 50%;-0,372758;M;-1,118624
2390;36;-0,096466;344;top 25%;-0,868667;M;-2,108644
2391;36;-0,096466;341;mid 50%;0,6190592;M;0,3280722
2392;36;-0,096466;342;bottom 25%;0,6190592;M;0,3280722
2393;36;-0,096466;327;mid 50%;0,3711052;M;-0,699505
2394;36;-0,096466;329;mid 50%;-0,372758;M;-0,776109
2395;36;-0,096466;330;bottom 25%;0,4537562;M;-0,129085
2396;36;-0,096466;328;mid 50%;-0,538061;M;-0,555112
2397;36;-0,096466;284;top 25%;-1,695182;M;-1,62373
2398;36;-0,096466;282;mid 50%;-2,604348;M;-1,219486
2399;36;-0,096466;285;bottom 25%;0,7843622;M;1,9003352
2400;36;-0,096466;286;bottom 25%;1,5282252;M;0,8219882
2401;36;-0,096466;288;bottom 25%;0,6190592;M;0,8965662
2402;36;-0,096466;270;mid 50%;1,0323172;M;0,0735362
2403;36;-0,096466;269;mid 50%;-0,124804;M;-0,939378
2404;36;-0,096466;275;bottom 25%;1,2802712;M;0,6787592
2405;36;-0,096466;277;bottom 25%;1,2802712;M;0,5443412
2406;36;-0,096466;311;bottom 25%;0,5364082;M;0,4026692
2407;36;-0,096466;306;mid 50%;0,1231502;M;-0,338842
2408;36;-0,096466;310;bottom 25%;1,0323172;M;0,7472282
2409;36;-0,096466;309;mid 50%;-0,207455;M;0,0043222
2410;36;-0,096466;289;mid 50%;0,1231502;M;-0,492781
2411;36;-0,096466;293;mid 50%;-2,686999;M;0,3280722
2412;36;-0,096466;294;mid 50%;0,3711052;M;0,5443412
2413;36;-0,096466;290;mid 50%;-0,124804;M;0,0735362
2414;36;-0,096466;298;bottom 25%;1,6935282;M;1,5792202
2415;36;-0,096466;296;bottom 25%;1,6935282;M;-0,623051
2416;36;-0,096466;345;mid 50%;-0,951318;M;0,1340672
2417;36;-0,096466;356;mid 50%;-1,199273;M;0,0735362
2418;36;-0,096466;355;bottom 25%;2,9333002;M;1,9003352
2419;36;-0,096466;235;mid 50%;-0,290107;M;0,6107292
2420;36;-0,096466;224;bottom 25%;1,6935282;M;0,5443412
2421;36;-0,096466;218;mid 50%;-1,199273;M;-0,197611
2422;36;-0,096466;221;bottom 25%;-0,124804;M;-0,265159
2423;36;-0,096466;219;top 25%;-2,273742;M;-0,338842
2424;36;-0,096466;216;mid 50%;-1,199273;M;-0,197611
2425;36;-0,096466;233;mid 50%;-1,199273;M;-1,438662
2426;36;-0,096466;232;mid 50%;-1,199273;M;-0,85267
2427;36;-0,096466;226;mid 50%;-0,124804;M;-0,062088
2428;36;-0,096466;227;bottom 25%;2,0241342;M;0,4781942
2429;36;-0,096466;231;bottom 25%;-0,45541;M;-1,836687
2430;36;-0,096466;229;mid 50%;0,4537562;M;0,2613242
2431;36;-0,096466;230;bottom 25%;1,3629222;M;0,0735362
2432;36;-0,096466;212;top 25%;-1,199273;M;-0,939378
2433;36;-0,096466;352;top 25%;0,1231502;M;-0,776109
2434;37;-0,755961;383;bottom 25%;1,6108772;M;0,5443412
2435;37;-0,755961;394;top 25%;-2,025787;M;0,0043222
2436;37;-0,755961;392;mid 50%;-0,620713;M;-0,699505
2437;37;-0,755961;390;mid 50%;-0,703364;M;-0,419801
2438;37;-0,755961;393;top 25%;-0,538061;M;0,1340672
2439;37;-0,755961;389;mid 50%;0,2058022;M;-0,197611
2440;37;-0,755961;387;top 25%;-2,108439;M;-2,108644
2441;37;-0,755961;423;top 25%;-2,108439;M;-1,62373
2442;37;-0,755961;429;top 25%;-1,199273;M;-1,219486
2443;37;-0,755961;431;top 25%;-2,19109;M;-0,776109
2444;37;-0,755961;404;mid 50%;-1,199273;M;0,0043222
2445;37;-0,755961;400;mid 50%;1,0323172;M;-0,776109
2446;37;-0,755961;397;mid 50%;-0,620713;M;-0,699505
2447;37;-0,755961;409;top 25%;-2,19109;M;-0,776109
2448;37;-0,755961;408;top 25%;-2,439045;M;-1,335315
2449;37;-0,755961;369;top 25%;0,5364082;M;-0,939378
2450;37;-0,755961;370;top 25%;-0,290107;M;0,0043222
2451;37;-0,755961;366;mid 50%;0,0404992;M;-1,836687
2452;37;-0,755961;374;mid 50%;-0,538061;M;-1,526653
2453;37;-0,755961;371;mid 50%;0,0404992;M;-0,338842
2454;37;-0,755961;372;mid 50%;-1,116621;M;0,0735362
2455;37;-0,755961;363;mid 50%;-0,207455;M;-0,129085
2456;38;-0,212047;461;mid 50%;-0,290107;M;0,4026692
2457;38;-0,212047;462;top 25%;-2,19109;F;-1,723882
2458;38;-0,212047;464;bottom 25%;0,7017112;F;0,9675862
2459;38;-0,212047;456;mid 50%;0,2058022;M;0,6787592
2460;38;-0,212047;460;mid 50%;-0,207455;F;-0,939378
2461;38;-0,212047;457;mid 50%;-0,951318;F;-0,338842
2462;38;-0,212047;469;bottom 25%;0,8670142;F;0,6787592
2463;38;-0,212047;471;mid 50%;-0,951318;F;-0,338842
2464;38;-0,212047;465;bottom 25%;0,5364082;F;0,8965662
2465;38;-0,212047;467;mid 50%;0,0404992;M;-0,129085
2466;38;-0,212047;440;mid 50%;1,8588312;M;0,2613242
2467;38;-0,212047;442;mid 50%;-0,868667;M;-0,197611
2468;38;-0,212047;444;bottom 25%;0,5364082;F;1,5061852
2469;38;-0,212047;436;mid 50%;-0,868667;M;-0,939378
2470;38;-0,212047;439;mid 50%;0,3711052;F;-0,939378
2471;38;-0,212047;438;mid 50%;-0,703364;M;-0,85267
2472;38;-0,212047;454;mid 50%;-0,45541;M;0,4026692
2473;38;-0,212047;452;top 25%;-0,620713;M;-1,335315
2474;38;-0,212047;446;mid 50%;-1,03397;F;-0,939378
2475;38;-0,212047;448;bottom 25%;2,0241342;F;1,8138272
2476;38;-0,212047;447;bottom 25%;1,1976192;M;0,5443412
2477;38;-0,212047;472;top 25%;-1,943136;F;-1,962075
2478;38;-0,212047;474;mid 50%;0,5364082;F;1,3101422
2479;38;-0,212047;531;bottom 25%;1,3629222;M;0,7472282
2480;38;-0,212047;529;mid 50%;-1,199273;M;0,0043222
2481;38;-0,212047;532;mid 50%;-1,199273;M;-0,85267
2482;38;-0,212047;536;top 25%;-2,521696;M;-1,962075
2483;38;-0,212047;539;mid 50%;0,4537562;F;-0,623051
